review_id,order_id,review_score,review_comment,estimated_delivery_date,actual_delivery_date,review_date
R000630,O000899,5,"Excellent quality, will buy again.",2024-05-15,2024-05-14,2024-05-16
R000631,O000900,4,Delivery took longer than expected.,2024-12-30,2025-01-01,2025-01-02
R000632,O000901,4,Delivery took longer than expected.,2023-11-14,2023-11-15,2023-11-16
R000633,O000903,4,Delivery took longer than expected.,2024-05-15,2024-05-16,2024-05-17
R000634,O000905,5,"Excellent quality, will buy again.",2024-01-22,2024-01-22,2024-01-26
R000635,O000906,4,Exactly as described. Very happy.,2024-12-08,2024-12-07,2024-12-11
R000636,O000907,4,Good value for money.,2023-02-25,2023-02-24,2023-02-27
R000637,O000908,4,Decent but packaging could improve.,2023-12-15,2023-12-18,2023-12-22
R000638,O000909,2,Decent but packaging could improve.,2024-05-30,2024-06-02,2024-06-05
R000639,O000910,4,Decent but packaging could improve.,2024-10-30,2024-11-02,2024-11-06
R000640,O000911,5,"Great product, fast delivery!",2023-05-18,2023-05-18,2023-05-22
R000641,O000912,3,Received a damaged item.,2024-09-01,2024-09-07,2024-09-10
R000642,O000913,4,"Excellent quality, will buy again.",2024-01-12,2024-01-12,2024-01-15
R000643,O000914,4,"Product is okay, average quality.",2023-10-18,2023-10-21,2023-10-24
R000644,O000915,4,"Works fine, nothing special.",2023-04-28,2023-05-01,2023-05-05
R000645,O000916,4,Delivery took longer than expected.,2024-10-16,2024-10-18,2024-10-21
R000646,O000918,4,Loved it!,2023-08-08,2023-08-08,2023-08-10
R000647,O000920,3,"Works fine, nothing special.",2024-10-17,2024-10-20,2024-10-22
R000648,O000921,3,Delivery took longer than expected.,2024-04-26,2024-04-27,2024-05-01
R000649,O000923,4,Loved it!,2023-08-03,2023-08-03,2023-08-06
R000650,O000925,4,"Great product, fast delivery!",2024-02-23,2024-02-22,2024-02-26
R000651,O000926,3,Not worth the price.,2024-09-21,2024-09-29,2024-10-03
R000652,O000927,2,Decent but packaging could improve.,2024-11-24,2024-11-26,2024-11-28
R000653,O000932,2,"Works fine, nothing special.",2023-07-23,2023-07-26,2023-07-28
R000654,O000934,4,"Excellent quality, will buy again.",2023-09-08,2023-09-08,2023-09-12
R000655,O000935,4,"Product is okay, average quality.",2024-03-18,2024-03-20,2024-03-23
R000656,O000936,3,Decent but packaging could improve.,2023-09-12,2023-09-15,2023-09-18
R000657,O000937,4,"Great product, fast delivery!",2024-07-02,2024-07-02,2024-07-04
R000658,O000938,3,"Works fine, nothing special.",2023-10-17,2023-10-18,2023-10-20
R000659,O000941,5,Good value for money.,2023-07-24,2023-07-22,2023-07-24
R000660,O000942,3,Delivery took longer than expected.,2023-11-11,2023-11-10,2023-11-11
R000661,O000943,2,Delivery took longer than expected.,2024-04-15,2024-04-16,2024-04-20
R000662,O000944,2,Decent but packaging could improve.,2023-09-21,2023-09-23,2023-09-26
R000663,O000945,3,"Product is okay, average quality.",2023-02-27,2023-03-02,2023-03-04
R000664,O000946,5,Good value for money.,2023-10-13,2023-10-11,2023-10-13
R000665,O000949,4,Decent but packaging could improve.,2024-05-04,2024-05-06,2024-05-07
R000666,O000950,5,"Excellent quality, will buy again.",2024-04-01,2024-03-30,2024-03-31
R000667,O000952,4,"Great product, fast delivery!",2023-11-16,2023-11-16,2023-11-18
R000668,O000954,4,"Excellent quality, will buy again.",2023-03-07,2023-03-07,2023-03-10
R000669,O000955,4,"Excellent quality, will buy again.",2023-07-29,2023-07-27,2023-07-31
R000670,O000956,2,Delivery took longer than expected.,2023-07-10,2023-07-13,2023-07-15
R000671,O000957,3,Decent but packaging could improve.,2023-11-24,2023-11-26,2023-11-28
R000672,O000959,4,"Product is okay, average quality.",2023-02-13,2023-02-16,2023-02-17
R000673,O000960,4,Exactly as described. Very happy.,2023-12-31,2023-12-30,2023-12-31
R000674,O000961,5,Good value for money.,2023-06-02,2023-06-01,2023-06-04
R000675,O000962,3,Decent but packaging could improve.,2024-12-29,2024-12-30,2025-01-01
R000676,O000963,3,"Works fine, nothing special.",2023-03-21,2023-03-24,2023-03-26
R000677,O000964,5,"Great product, fast delivery!",2023-10-15,2023-10-13,2023-10-16
R000678,O000965,5,Loved it!,2024-06-16,2024-06-15,2024-06-17
R000679,O000966,5,Exactly as described. Very happy.,2024-05-22,2024-05-22,2024-05-25
R000680,O000967,5,Good value for money.,2023-11-27,2023-11-27,2023-11-28
R000681,O000968,3,Delivery took longer than expected.,2023-09-22,2023-09-24,2023-09-27
R000682,O000969,5,Good value for money.,2023-10-26,2023-10-24,2023-10-27
R000683,O000970,4,Exactly as described. Very happy.,2023-08-01,2023-08-01,2023-08-03
R000684,O000971,4,"Product is okay, average quality.",2023-06-23,2023-06-26,2023-06-30
R000685,O000974,4,Delivery took longer than expected.,2023-07-31,2023-08-01,2023-08-02
R000686,O000975,4,Delivery took longer than expected.,2024-04-16,2024-04-17,2024-04-19
R000687,O000977,4,Good value for money.,2024-02-19,2024-02-19,2024-02-20
R000688,O000978,5,Exactly as described. Very happy.,2023-02-13,2023-02-11,2023-02-15
R000689,O000979,4,Delivery took longer than expected.,2023-02-16,2023-02-17,2023-02-21
R000690,O000980,4,"Excellent quality, will buy again.",2024-12-16,2024-12-14,2024-12-18
R000691,O000983,3,Decent but packaging could improve.,2024-02-18,2024-02-20,2024-02-21
R000692,O000984,3,Delivery took longer than expected.,2024-04-04,2024-04-05,2024-04-06
R000693,O000985,3,Delivery took longer than expected.,2024-04-29,2024-04-30,2024-05-01
R000694,O000986,4,"Great product, fast delivery!",2023-07-31,2023-07-30,2023-08-01
R000695,O000987,4,Good value for money.,2023-01-17,2023-01-15,2023-01-19
R000696,O000988,4,Exactly as described. Very happy.,2024-12-31,2024-12-31,2025-01-01
R000697,O000989,3,Delivery took longer than expected.,2023-07-12,2023-07-15,2023-07-17
R000698,O000990,4,Delivery took longer than expected.,2024-04-24,2024-04-25,2024-04-26
R000699,O000996,3,Decent but packaging could improve.,2024-10-20,2024-10-19,2024-10-21
R000700,O000997,5,Loved it!,2024-12-05,2024-12-05,2024-12-08
R000701,O000998,3,Decent but packaging could improve.,2023-03-25,2023-03-28,2023-03-30
R000702,O001000,5,Exactly as described. Very happy.,2024-12-27,2024-12-26,2024-12-28
R000703,O001001,4,Exactly as described. Very happy.,2024-06-28,2024-06-28,2024-06-29
R000704,O001003,3,Delivery took longer than expected.,2023-06-19,2023-06-21,2023-06-23
R000705,O001004,5,Exactly as described. Very happy.,2024-02-10,2024-02-09,2024-02-11
R000706,O001005,5,Exactly as described. Very happy.,2024-05-17,2024-05-17,2024-05-21
R000707,O001006,4,Delivery took longer than expected.,2024-04-21,2024-04-22,2024-04-23
R000708,O001007,4,Decent but packaging could improve.,2023-10-17,2023-10-20,2023-10-23
R000709,O001008,3,Decent but packaging could improve.,2023-01-23,2023-01-26,2023-01-29
R000710,O001010,3,Delivery took longer than expected.,2023-07-26,2023-07-24,2023-07-27
R000711,O001011,3,Decent but packaging could improve.,2023-11-20,2023-11-21,2023-11-23
R000712,O001012,5,"Excellent quality, will buy again.",2024-12-27,2024-12-25,2024-12-29
R000713,O001013,4,"Great product, fast delivery!",2023-10-20,2023-10-18,2023-10-21
R000714,O001014,2,Delivery took longer than expected.,2024-10-24,2024-10-25,2024-10-26
R000715,O001015,3,Delivery took longer than expected.,2023-05-10,2023-05-12,2023-05-16
R000716,O001016,4,Good value for money.,2024-04-25,2024-04-23,2024-04-25
R000717,O001017,3,"Product is okay, average quality.",2024-12-28,2024-12-30,2025-01-03
R000718,O001018,4,"Product is okay, average quality.",2023-03-30,2023-04-02,2023-04-03
R000719,O001020,4,Loved it!,2023-11-14,2023-11-13,2023-11-15
R000720,O001021,5,Loved it!,2023-04-01,2023-03-30,2023-04-01
R000721,O001022,3,"Product is okay, average quality.",2024-07-01,2024-07-03,2024-07-06
R000722,O001023,4,Good value for money.,2024-11-12,2024-11-11,2024-11-15
R000723,O001024,5,"Great product, fast delivery!",2023-11-14,2023-11-12,2023-11-15
R000724,O001026,4,"Works fine, nothing special.",2023-11-27,2023-11-29,2023-12-03
R000725,O001027,4,Decent but packaging could improve.,2024-05-10,2024-05-11,2024-05-14
R000726,O001030,5,"Excellent quality, will buy again.",2024-03-26,2024-03-26,2024-03-27
R000727,O001031,5,Exactly as described. Very happy.,2024-03-09,2024-03-09,2024-03-10
R000728,O001032,5,"Great product, fast delivery!",2023-06-09,2023-06-08,2023-06-10
R000729,O001034,4,Delivery took longer than expected.,2023-03-20,2023-03-23,2023-03-27
R000730,O001035,5,Exactly as described. Very happy.,2023-06-28,2023-06-27,2023-06-30
R000731,O001037,3,Decent but packaging could improve.,2024-06-06,2024-06-05,2024-06-09
R000732,O001040,4,"Product is okay, average quality.",2023-07-01,2023-07-02,2023-07-04
R000733,O001041,4,"Great product, fast delivery!",2023-07-13,2023-07-13,2023-07-15
R000734,O001043,4,"Works fine, nothing special.",2023-02-18,2023-02-19,2023-02-22
R000735,O001044,3,"Product is okay, average quality.",2023-11-23,2023-11-26,2023-11-28
R000736,O001045,3,"Product is okay, average quality.",2024-06-10,2024-06-11,2024-06-12
R000737,O001046,5,Loved it!,2024-02-27,2024-02-26,2024-02-28
R000738,O001047,4,"Great product, fast delivery!",2024-04-12,2024-04-11,2024-04-12
R000739,O001048,5,"Excellent quality, will buy again.",2023-03-17,2023-03-15,2023-03-17
R000740,O001050,3,"Product is okay, average quality.",2024-10-18,2024-10-19,2024-10-20
R000741,O001051,1,Product quality not as expected.,2024-08-15,2024-08-20,2024-08-21
R000742,O001053,5,Loved it!,2024-11-15,2024-11-14,2024-11-16
R000743,O001054,4,"Excellent quality, will buy again.",2024-01-17,2024-01-16,2024-01-17
R000744,O001056,4,"Product is okay, average quality.",2024-03-31,2024-04-03,2024-04-07
R000745,O001057,3,"Works fine, nothing special.",2024-06-09,2024-06-12,2024-06-14
R000746,O001058,5,"Excellent quality, will buy again.",2024-06-09,2024-06-07,2024-06-08
R000747,O001059,5,Good value for money.,2023-12-13,2023-12-12,2023-12-13
R000748,O001060,4,Decent but packaging could improve.,2023-02-21,2023-02-24,2023-02-28
R000749,O001061,4,Delivery took longer than expected.,2023-10-19,2023-10-20,2023-10-21
R000750,O001062,3,Decent but packaging could improve.,2024-11-20,2024-11-18,2024-11-20
R000751,O001063,5,"Great product, fast delivery!",2024-02-28,2024-02-28,2024-02-29
R000752,O001064,5,Good value for money.,2024-01-19,2024-01-17,2024-01-18
R000753,O001067,4,Exactly as described. Very happy.,2024-11-29,2024-11-28,2024-12-01
R000754,O001069,2,"Very late delivery, disappointed.",2024-07-29,2024-08-06,2024-08-08
R000755,O001070,4,"Product is okay, average quality.",2023-11-19,2023-11-20,2023-11-23
R000756,O001071,5,Loved it!,2024-03-20,2024-03-18,2024-03-19
R000757,O001072,2,Decent but packaging could improve.,2023-07-17,2023-07-20,2023-07-23
R000758,O001073,4,Good value for money.,2024-05-28,2024-05-28,2024-06-01
R000759,O001075,2,"Works fine, nothing special.",2023-11-09,2023-11-11,2023-11-14
R000760,O001076,3,"Product is okay, average quality.",2024-04-07,2024-04-08,2024-04-10
R000761,O001079,1,"Poor packaging, item was scratched.",2024-09-27,2024-10-06,2024-10-07
R000762,O001080,3,"Works fine, nothing special.",2023-07-29,2023-07-30,2023-07-31
R000763,O001081,4,Good value for money.,2023-11-26,2023-11-25,2023-11-27
R000764,O001082,4,"Product is okay, average quality.",2023-02-03,2023-02-04,2023-02-06
R000765,O001084,4,"Works fine, nothing special.",2023-12-10,2023-12-11,2023-12-13
R000766,O001085,4,Exactly as described. Very happy.,2023-02-07,2023-02-07,2023-02-11
R000767,O001086,2,"Product is okay, average quality.",2023-12-13,2023-12-14,2023-12-16
R000768,O001087,4,Decent but packaging could improve.,2024-11-14,2024-11-17,2024-11-18
R000769,O001089,4,Delivery took longer than expected.,2024-06-30,2024-07-03,2024-07-05
R000770,O001092,4,"Works fine, nothing special.",2023-07-26,2023-07-29,2023-07-30
R000771,O001093,5,Good value for money.,2023-05-28,2023-05-28,2023-06-01
R000772,O001094,3,"Works fine, nothing special.",2023-05-17,2023-05-18,2023-05-20
R000773,O001095,5,Exactly as described. Very happy.,2023-02-21,2023-02-19,2023-02-20
R000774,O001096,4,"Works fine, nothing special.",2023-05-20,2023-05-21,2023-05-22
R000775,O001097,4,"Great product, fast delivery!",2024-05-01,2024-04-30,2024-05-03
R000776,O001098,5,Loved it!,2024-11-17,2024-11-17,2024-11-19
R000777,O001099,1,Not worth the price.,2024-08-18,2024-08-27,2024-08-31
R000778,O001100,3,Decent but packaging could improve.,2024-04-08,2024-04-09,2024-04-13
R000779,O001101,5,Good value for money.,2023-03-19,2023-03-19,2023-03-22
R000780,O001102,3,"Works fine, nothing special.",2023-07-28,2023-07-30,2023-08-03
R000781,O001104,5,Good value for money.,2023-07-21,2023-07-20,2023-07-22
R000782,O001105,5,Exactly as described. Very happy.,2023-12-18,2023-12-16,2023-12-18
R000783,O001106,4,Delivery took longer than expected.,2024-01-23,2024-01-26,2024-01-30
R000784,O001107,4,"Product is okay, average quality.",2023-09-10,2023-09-13,2023-09-16
R000785,O001110,2,Not worth the price.,2024-07-07,2024-07-12,2024-07-13
R000786,O001111,2,"Product is okay, average quality.",2023-08-07,2023-08-08,2023-08-12
R000787,O001112,3,Delivery took longer than expected.,2024-11-20,2024-11-22,2024-11-25
R000788,O001114,3,Decent but packaging could improve.,2023-08-31,2023-08-29,2023-08-30
R000789,O001115,2,Delivery took longer than expected.,2023-09-16,2023-09-19,2023-09-20
R000790,O001116,3,"Works fine, nothing special.",2023-12-29,2023-12-31,2024-01-02
R000791,O001118,3,Delivery took longer than expected.,2024-10-20,2024-10-22,2024-10-25
R000792,O001119,5,Loved it!,2023-03-13,2023-03-11,2023-03-13
R000793,O001122,5,Loved it!,2023-12-28,2023-12-26,2023-12-27
R000794,O001124,4,"Works fine, nothing special.",2024-11-02,2024-11-05,2024-11-06
R000795,O001125,4,Good value for money.,2024-05-05,2024-05-05,2024-05-08
R000796,O001127,5,Loved it!,2024-10-16,2024-10-16,2024-10-20
R000797,O001128,5,"Excellent quality, will buy again.",2024-06-18,2024-06-18,2024-06-20
R000798,O001129,4,"Product is okay, average quality.",2023-11-05,2023-11-06,2023-11-07
R000799,O001133,3,"Works fine, nothing special.",2023-06-02,2023-06-04,2023-06-07
R000800,O001135,3,"Product is okay, average quality.",2023-06-29,2023-06-29,2023-06-30
R000801,O001136,4,"Product is okay, average quality.",2023-04-14,2023-04-15,2023-04-19
R000802,O001137,3,Decent but packaging could improve.,2023-05-10,2023-05-13,2023-05-17
R000803,O001138,5,Good value for money.,2023-01-09,2023-01-07,2023-01-09
R000804,O001139,4,Loved it!,2024-05-05,2024-05-04,2024-05-08
R000805,O001141,5,Good value for money.,2023-12-14,2023-12-14,2023-12-16
R000806,O001142,5,Good value for money.,2023-05-17,2023-05-15,2023-05-18
R000807,O001143,4,Good value for money.,2023-03-12,2023-03-11,2023-03-12
R000808,O001144,4,Delivery took longer than expected.,2023-01-05,2023-01-07,2023-01-08
R000809,O001146,4,Delivery took longer than expected.,2024-11-22,2024-11-24,2024-11-25
R000810,O001149,5,"Great product, fast delivery!",2023-03-31,2023-03-30,2023-04-03
R000811,O001151,2,"Works fine, nothing special.",2024-01-01,2024-01-02,2024-01-05
R000812,O001154,3,Delivery took longer than expected.,2023-02-23,2023-02-26,2023-02-27
R000813,O001156,3,Delivery took longer than expected.,2023-06-27,2023-06-26,2023-06-30
R000814,O001158,4,"Great product, fast delivery!",2024-12-15,2024-12-14,2024-12-18
R000815,O001159,5,Loved it!,2024-03-15,2024-03-15,2024-03-16
R000816,O001160,5,Loved it!,2024-01-20,2024-01-20,2024-01-21
R000817,O001161,4,Delivery took longer than expected.,2023-11-25,2023-11-26,2023-11-29
R000818,O001162,5,Loved it!,2023-11-21,2023-11-21,2023-11-24
R000819,O001163,5,Good value for money.,2024-01-06,2024-01-06,2024-01-08
R000820,O001164,5,Good value for money.,2024-05-28,2024-05-27,2024-05-30
R000821,O001165,3,Delivery took longer than expected.,2024-05-17,2024-05-19,2024-05-21
R000822,O001168,4,"Great product, fast delivery!",2023-12-04,2023-12-04,2023-12-08
R000823,O001170,4,Loved it!,2024-03-29,2024-03-27,2024-03-29
R000824,O001172,4,"Product is okay, average quality.",2023-03-18,2023-03-20,2023-03-23
R000825,O001176,4,Delivery took longer than expected.,2023-04-23,2023-04-24,2023-04-25
R000826,O001178,4,Delivery took longer than expected.,2023-06-21,2023-06-24,2023-06-28
R000827,O001180,5,Loved it!,2024-11-06,2024-11-04,2024-11-08
R000828,O001182,3,Decent but packaging could improve.,2023-12-11,2023-12-13,2023-12-16
R000829,O001183,5,"Excellent quality, will buy again.",2023-12-04,2023-12-02,2023-12-05
R000830,O001184,4,"Great product, fast delivery!",2023-02-01,2023-01-31,2023-02-03
R000831,O001187,4,"Great product, fast delivery!",2023-12-15,2023-12-14,2023-12-16
R000832,O001188,4,"Works fine, nothing special.",2024-01-15,2024-01-16,2024-01-19
R000833,O001190,2,"Works fine, nothing special.",2024-05-13,2024-05-16,2024-05-19
R000834,O001191,3,"Works fine, nothing special.",2023-07-29,2023-07-31,2023-08-02
R000835,O001192,4,"Product is okay, average quality.",2023-01-29,2023-02-01,2023-02-03
R000836,O001193,3,"Works fine, nothing special.",2024-05-19,2024-05-20,2024-05-22
R000837,O001194,4,"Product is okay, average quality.",2024-01-10,2024-01-13,2024-01-17
R000838,O001195,3,"Very late delivery, disappointed.",2024-10-05,2024-10-09,2024-10-11
R000839,O001198,3,"Works fine, nothing special.",2023-12-09,2023-12-11,2023-12-13
R000840,O001199,4,"Product is okay, average quality.",2023-09-13,2023-09-14,2023-09-18
R000841,O001200,1,"Poor packaging, item was scratched.",2024-07-28,2024-08-01,2024-08-03
R000842,O001202,5,"Excellent quality, will buy again.",2023-06-03,2023-06-01,2023-06-04
R000843,O001203,2,Delivery took longer than expected.,2024-10-26,2024-10-29,2024-10-31
R000844,O001204,4,Loved it!,2024-12-03,2024-12-01,2024-12-03
R000845,O001205,4,Delivery took longer than expected.,2023-12-02,2023-12-03,2023-12-05
R000846,O001206,3,Decent but packaging could improve.,2023-02-19,2023-02-20,2023-02-23
R000847,O001207,5,Loved it!,2023-10-05,2023-10-03,2023-10-04
R000848,O001208,1,Received a damaged item.,2024-09-01,2024-09-08,2024-09-10
R000849,O001209,4,Decent but packaging could improve.,2024-11-16,2024-11-18,2024-11-20
R000850,O001212,4,Exactly as described. Very happy.,2024-11-26,2024-11-25,2024-11-27
R000851,O001213,5,Loved it!,2023-10-31,2023-10-29,2023-11-01
R000852,O001214,3,Decent but packaging could improve.,2024-02-02,2024-02-03,2024-02-04
R000853,O001215,3,"Works fine, nothing special.",2024-12-30,2025-01-02,2025-01-03
R000854,O001216,4,Decent but packaging could improve.,2023-02-20,2023-02-21,2023-02-22
R000855,O001217,5,Exactly as described. Very happy.,2024-04-23,2024-04-21,2024-04-25
R000856,O001218,5,Loved it!,2023-02-07,2023-02-06,2023-02-07
R000857,O001219,3,"Product is okay, average quality.",2023-10-06,2023-10-07,2023-10-10
R000858,O001220,2,Received a damaged item.,2024-08-23,2024-08-28,2024-08-31
R000859,O001221,3,"Product is okay, average quality.",2023-11-15,2023-11-18,2023-11-20
R000860,O001222,5,"Great product, fast delivery!",2024-12-13,2024-12-11,2024-12-12
R000861,O001223,5,Good value for money.,2024-01-18,2024-01-18,2024-01-21
R000862,O001224,5,Loved it!,2023-08-28,2023-08-27,2023-08-29
R000863,O001226,4,Delivery took longer than expected.,2023-09-14,2023-09-17,2023-09-19
R000864,O001228,4,"Works fine, nothing special.",2023-03-07,2023-03-08,2023-03-12
R000865,O001234,4,Delivery took longer than expected.,2023-01-22,2023-01-24,2023-01-26
R000866,O001235,5,"Excellent quality, will buy again.",2023-07-02,2023-07-01,2023-07-05
R000867,O001236,4,Decent but packaging could improve.,2024-04-11,2024-04-13,2024-04-14
R000868,O001237,2,Delivery took longer than expected.,2023-12-22,2023-12-25,2023-12-26
R000869,O001238,5,"Excellent quality, will buy again.",2023-01-29,2023-01-29,2023-02-01
R000870,O001239,2,"Very late delivery, disappointed.",2024-08-22,2024-08-29,2024-09-02
R000871,O001243,3,Delivery took longer than expected.,2024-06-13,2024-06-16,2024-06-18
R000872,O001245,3,Product quality not as expected.,2024-07-15,2024-07-24,2024-07-26
R000873,O001247,3,Product quality not as expected.,2024-08-20,2024-08-26,2024-08-29
R000874,O001248,4,Decent but packaging could improve.,2023-12-29,2023-12-30,2023-12-31
R000875,O001250,3,Decent but packaging could improve.,2024-04-19,2024-04-20,2024-04-21
R000876,O001251,5,Exactly as described. Very happy.,2024-04-01,2024-04-01,2024-04-03
R000877,O001253,5,Loved it!,2023-05-07,2023-05-06,2023-05-08
R000878,O001254,3,Delivery took longer than expected.,2023-06-15,2023-06-17,2023-06-20
R000879,O001255,5,Good value for money.,2024-11-26,2024-11-24,2024-11-27
R000880,O001260,5,"Great product, fast delivery!",2024-04-13,2024-04-13,2024-04-16
R000881,O001261,4,Decent but packaging could improve.,2024-11-22,2024-11-24,2024-11-27
R000882,O001262,4,"Product is okay, average quality.",2024-03-05,2024-03-08,2024-03-10
R000883,O001263,3,"Works fine, nothing special.",2024-03-22,2024-03-24,2024-03-27
R000884,O001264,4,Exactly as described. Very happy.,2023-05-29,2023-05-28,2023-05-29
R000885,O001265,2,Decent but packaging could improve.,2023-12-21,2023-12-22,2023-12-23
R000886,O001266,4,"Product is okay, average quality.",2024-05-08,2024-05-09,2024-05-11
R000887,O001267,3,Decent but packaging could improve.,2023-07-20,2023-07-18,2023-07-21
R000888,O001268,4,"Works fine, nothing special.",2023-06-17,2023-06-19,2023-06-21
R000889,O001270,4,Loved it!,2023-07-01,2023-07-01,2023-07-05
R000890,O001273,4,"Works fine, nothing special.",2024-11-21,2024-11-23,2024-11-27
R000891,O001274,2,Decent but packaging could improve.,2023-12-24,2023-12-26,2023-12-30
R000892,O001276,3,"Product is okay, average quality.",2023-02-21,2023-02-22,2023-02-26
R000893,O001277,4,"Product is okay, average quality.",2024-05-27,2024-05-28,2024-05-29
R000894,O001279,3,"Very late delivery, disappointed.",2024-09-12,2024-09-22,2024-09-23
R000895,O001280,5,Loved it!,2024-04-08,2024-04-07,2024-04-10
R000896,O001281,3,Received a damaged item.,2024-08-21,2024-08-25,2024-08-29
R000897,O001282,5,Good value for money.,2023-07-19,2023-07-19,2023-07-23
R000898,O001283,4,Exactly as described. Very happy.,2024-05-08,2024-05-06,2024-05-07
R000899,O001284,5,"Great product, fast delivery!",2023-07-19,2023-07-17,2023-07-21
R000900,O001285,4,Decent but packaging could improve.,2024-12-17,2024-12-20,2024-12-23
R000901,O001286,5,Exactly as described. Very happy.,2024-03-06,2024-03-05,2024-03-07
R000902,O001287,4,"Works fine, nothing special.",2023-08-25,2023-08-27,2023-08-30
R000903,O001288,4,Exactly as described. Very happy.,2023-07-11,2023-07-11,2023-07-12
R000904,O001289,2,"Works fine, nothing special.",2023-05-30,2023-05-31,2023-06-02
R000905,O001290,4,Exactly as described. Very happy.,2024-05-11,2024-05-11,2024-05-12
R000906,O001291,4,Decent but packaging could improve.,2023-06-08,2023-06-11,2023-06-13
R000907,O001292,5,Good value for money.,2024-02-23,2024-02-21,2024-02-23
R000908,O001293,2,"Product is okay, average quality.",2023-07-25,2023-07-26,2023-07-29
R000909,O001294,3,Decent but packaging could improve.,2024-04-30,2024-04-29,2024-04-30
R000910,O001295,1,"Poor packaging, item was scratched.",2024-09-01,2024-09-09,2024-09-13
R000911,O001296,3,Received a damaged item.,2024-07-25,2024-08-03,2024-08-04
R000912,O001298,4,Loved it!,2023-05-22,2023-05-21,2023-05-24
R000913,O001299,3,"Works fine, nothing special.",2023-03-27,2023-03-30,2023-03-31
R000914,O001302,4,Exactly as described. Very happy.,2023-11-09,2023-11-08,2023-11-11
R000915,O001306,5,"Great product, fast delivery!",2024-11-24,2024-11-22,2024-11-23
R000916,O001307,3,"Works fine, nothing special.",2023-07-23,2023-07-22,2023-07-26
R000917,O001310,4,Loved it!,2024-04-24,2024-04-22,2024-04-24
R000918,O001311,5,Loved it!,2023-08-13,2023-08-13,2023-08-16
R000919,O001312,3,"Works fine, nothing special.",2024-12-02,2024-12-05,2024-12-09
R000920,O001313,4,"Works fine, nothing special.",2024-11-25,2024-11-27,2024-12-01
R000921,O001316,4,Good value for money.,2024-12-06,2024-12-05,2024-12-08
R000922,O001317,2,"Very late delivery, disappointed.",2024-09-08,2024-09-13,2024-09-15
R000923,O001318,4,Exactly as described. Very happy.,2024-10-13,2024-10-12,2024-10-15
R000924,O001319,5,Loved it!,2023-08-03,2023-08-02,2023-08-05
R000925,O001320,2,"Works fine, nothing special.",2024-02-16,2024-02-18,2024-02-20
R000926,O001321,4,Loved it!,2023-02-09,2023-02-07,2023-02-08
R000927,O001322,4,"Excellent quality, will buy again.",2023-03-15,2023-03-14,2023-03-17
R000928,O001323,3,"Works fine, nothing special.",2024-12-16,2024-12-19,2024-12-20
R000929,O001326,3,"Works fine, nothing special.",2024-08-18,2024-08-21,2024-08-23
R000930,O001327,3,Decent but packaging could improve.,2024-10-27,2024-10-28,2024-10-31
R000931,O001328,3,"Works fine, nothing special.",2024-12-19,2024-12-20,2024-12-24
R000932,O001329,2,"Works fine, nothing special.",2023-06-10,2023-06-13,2023-06-15
R000933,O001330,4,Good value for money.,2023-02-16,2023-02-15,2023-02-19
R000934,O001331,2,"Product is okay, average quality.",2023-11-13,2023-11-16,2023-11-20
R000935,O001332,4,Good value for money.,2023-04-11,2023-04-11,2023-04-14
R000936,O001333,2,Decent but packaging could improve.,2023-01-21,2023-01-24,2023-01-26
R000937,O001334,2,Decent but packaging could improve.,2023-09-22,2023-09-24,2023-09-26
R000938,O001335,3,"Poor packaging, item was scratched.",2024-07-27,2024-08-02,2024-08-06
R000939,O001337,5,"Excellent quality, will buy again.",2023-08-28,2023-08-26,2023-08-30
R000940,O001338,3,"Works fine, nothing special.",2024-04-25,2024-04-26,2024-04-30
R000941,O001339,5,Exactly as described. Very happy.,2023-06-25,2023-06-23,2023-06-25
R000942,O001341,4,"Works fine, nothing special.",2024-06-11,2024-06-12,2024-06-16
R000943,O001342,4,Exactly as described. Very happy.,2024-03-24,2024-03-22,2024-03-26
R000944,O001343,4,Exactly as described. Very happy.,2024-06-14,2024-06-13,2024-06-14
R000945,O001344,5,Good value for money.,2023-02-22,2023-02-22,2023-02-24
R000946,O001345,4,"Product is okay, average quality.",2024-10-02,2024-10-05,2024-10-06
R000947,O001347,4,Decent but packaging could improve.,2024-01-10,2024-01-12,2024-01-13
R000948,O001349,5,Good value for money.,2024-10-16,2024-10-16,2024-10-19
R000949,O001350,5,Exactly as described. Very happy.,2024-02-17,2024-02-16,2024-02-19
R000950,O001351,5,Loved it!,2024-02-25,2024-02-24,2024-02-27
R000951,O001353,5,"Excellent quality, will buy again.",2024-06-25,2024-06-25,2024-06-28
R000952,O001354,4,"Excellent quality, will buy again.",2023-11-15,2023-11-14,2023-11-18
R000953,O001355,5,"Great product, fast delivery!",2024-05-30,2024-05-28,2024-05-29
R000954,O001357,4,"Product is okay, average quality.",2023-06-15,2023-06-16,2023-06-17
R000955,O001358,5,"Excellent quality, will buy again.",2024-02-24,2024-02-22,2024-02-25
R000956,O001359,3,"Product is okay, average quality.",2024-11-17,2024-11-18,2024-11-19
R000957,O001360,5,"Great product, fast delivery!",2024-11-28,2024-11-28,2024-11-29
R000958,O001361,2,Decent but packaging could improve.,2023-09-27,2023-09-30,2023-10-02
R000959,O001362,5,Good value for money.,2023-12-15,2023-12-15,2023-12-19
R000960,O001365,5,Exactly as described. Very happy.,2024-12-09,2024-12-09,2024-12-13
